,CODE,LOCATION,STATE,T_MIN,T_MAX,T_AVG,DO_MIN,DO_MAX,DO_AVG,PH_MIN,PH_MAX,PH_AVG,COND_MIN,COND_MAX,COND_AVG,BOD_MIN,BOD_MAX,BOD_AVG,N_MIN,N_MAX,N_AVG,FC_MIN,FC_MAX,FC_AVG,TC_MIN,TC_MAX,TC_AVG,RIVER
63,1470,GANGA AT GARDEN REACH,WEST BENGAL,20,33,27,4.2,10.4,6.2,7.3,8.4,7.9,215,392,312,1.5,5.2,3.3,0.06,1.34,0.57,40000,900000,198333,65000,3000000,590417,GANGA
64,1052,GANGA AT ULUBERIA,WEST BENGAL,19,34,27,3.5,8.1,5.5,7.5,8.2,7.8,233,402,331,1.2,5.2,3.3,0.16,1.04,0.45,4000,100000,30333,8000,200000,74500,GANGA
65,1469,GANGA AT DIAMOND HARBOUR,WEST BENGAL,21,32,28,4.7,7.9,6.7,7.2,8.2,7.9,225,6220,2448,0.7,5.4,2.4,0.12,0.88,0.41,2000,100000,25500,8000,200000,57417,GANGA
0,1851,MAHANADI AT SIHAWA,CHHATTISGARH,22,34,28,7.8,9.4,8.4,7.5,7.7,7.6,126,302,192,0.6,3.2,1.3,0.4,5.4,2,,,,11,350,82,MAHANADI
1,1264,MAHANADI AT RUDRI U/S AT DHAMTORI RESERVOIR,CHHATTISGARH,23,33,28,7.6,8.6,8.1,7.3,7.9,7.6,190,497,259,1,3.5,2,1.3,4.9,2.56,,,,14,900,218,MAHANADI
2,1099,MAHANADI AT U/S OF RAJIM,CHHATTISGARH,20,38,30,7.5,8.6,7.9,7.4,7.8,7.5,167,390,269,1.6,3.8,2.2,1.1,5.1,2.31,,,,26,900,148,MAHANADI
3,1852,"MAHANADI AT ARRANG, RAIPUR",CHHATTISGARH,21,32,28,7.2,8.4,7.9,7.8,7.8,7.8,235,434,289,1.6,3.8,2.5,1.1,5.15,2.61,,,,11,500,136,MAHANADI
4,1100,MAHANADI AT KHARAD,CHHATTISGARH,20,33,27,6,7.5,6.7,7.5,7.5,7.5,196,477,270,,,,0.06,1.6,1.31,,,,14,120,52,MAHANADI
5,1282,MAHANADI AT SHEORINARAYAN,CHHATTISGARH,20,30,27,5.6,6.5,6.1,7.5,7.5,7.5,312,470,366,,,,1.24,2.36,1.74,,,,20,28,23,MAHANADI
6,1467,MAHANADI A/C WITH RIVER MAND,CHHATTISGARH,20,32,28,6.3,7.8,7.1,7.5,7.5,7.5,203,333,237,,,,0.05,1.7,1.17,,,,15,126,41,MAHANADI
7,1101,MAHANADI AT INTERSTATE BOUNDRY,CHHATTISGARH,22,30,26,6.9,7.4,7.2,7.4,7.6,7.5,31,311,267,1,1,1,1.17,1.29,1.22,,,,39,460,166,MAHANADI
8,1281,MAHANADI AT HIRAKUD RSVR,ORISSA,20,33,27,6.2,8.3,7.3,7.3,8.3,7.9,134,220,179,1,1.8,1.3,0.05,2,0.74,130,1500,678,310,2400,1243,MAHANADI
9,1270,MAHANADI AT SAMBALPUR U/S,ORISSA,20,34,27,7.1,9.7,7.8,7.7,8.3,8,137,206,180,1.1,2.4,1.6,0.07,1.84,0.54,330,16000,2326,700,16000,3608,MAHANADI
10,1271,MAHANADI AT SAMBALPUR D/S,ORISSA,21,35,27,4,8.9,6.9,7.4,8.4,8,151,250,196,1.7,4.9,2.8,0.08,3.91,0.94,1300,200000,45775,3500,200000,64042,MAHANADI
11,2405,SAMBHALPUR FDS AT HUMA,ORISSA,22,32,28,6.1,8.9,7.3,6.9,8.4,8,144,212,185,1,3,1.8,0.04,2.92,0.72,580,17000,8857,840,35000,15395,MAHANADI
12,1272,MAHANADI D/S (A/C R. SONG SONEPUR U/S),ORISSA,22,36,29,7.1,9.6,8,0.2,8.3,7.3,136,237,186,0.9,2.3,1.5,0.12,2.12,0.57,130,2200,833,170,3500,1749,MAHANADI
13,1274,MAHANADI A/C WITH R.TEL (SONEPUR D/S),ORISSA,22,36,29,5.5,9.6,7.7,7.6,8.4,8.1,187,252,209,1.4,2.6,2,0.07,1.22,0.45,140,2400,1158,270,5400,2588,MAHANADI
14,1275,MAHANADI AT TIKARPADA,ORISSA,22,32,28,7.3,9.6,8.3,6.9,8.4,7.8,127,206,181,1,1.8,1.4,0.04,1.49,0.42,170,2800,1149,460,5400,2393,MAHANADI
15,1276,MAHANADI AT NARSINGHPUR,ORISSA,22,34,28,6.3,9.4,8,7.7,8.4,8.1,145,285,199,0.5,1.9,1.3,0.1,1.52,0.41,490,4600,1876,1100,9400,3567,MAHANADI
16,1277,MAHANADI AT CUTTACK U/S,ORISSA,23,40,29,7,10.3,8.2,7.4,8.3,8.1,141,281,189,1,2,1.5,0.05,1.11,0.32,140,9200,2004,470,11000,3256,MAHANADI
17,1278,MAHANADI AT CUTTACK D/S,ORISSA,24,39,30,6.8,9.1,7.7,6.8,8.4,8,142,246,189,1.6,3.9,2.5,0.02,0.95,0.38,13000,92000,32583,24000,200000,55417,MAHANADI
18,2409,CUTTACK FDS (SERUA) AT SANKHATRASA,ORISSA,21,38,29,5.9,11.9,7.9,7,8.4,8,148,243,196,1.4,3.6,2.5,0.05,1.12,0.42,7900,92000,21558,11000,200000,41333,MAHANADI
19,2406,MUNDALI(WATER INTAKE POINT OF BHUBANESWAR CITY,ORISSA,21,35,27,6.6,8.9,7.9,7.4,8.4,8.1,153,221,181,0.4,2.4,1.4,0.1,0.84,0.34,130,5400,1965,330,9200,3629,MAHANADI
20,2404,POWER CHANNEL D/S NEAR BURLA,ORISSA,20,31,27,5.6,8.5,7.1,7.5,8.4,8,122,219,174,1.2,2,1.7,0.04,1.68,0.45,80,1300,324,170,2800,888,MAHANADI
21,2407,PARADEEP U/S (BEFORE INDL ACTIVITY AT PARADEEP),ORISSA,22,35,30,6.3,8.9,7.7,7.3,8.4,8,155,18660,6572,0.8,2.6,1.5,0.36,1.75,0.81,330,13000,3223,2100,22000,6217,MAHANADI
22,1639,MAHANADI AT PARADEEPD/S,ORISSA,22,37,29,5.7,8.5,7.3,7.6,8.4,8.1,617,39030,18179,0.7,3.7,2.2,0.05,2.13,0.86,790,7000,2408,790,11000,4283,MAHANADI
0,1260,BRAHAMPUTRA AT KHERGHAT (A/C WITH DIBANG & DIHANG),ASSAM,18,25,22,4.2,10.8,7.6,6.9,7.6,7.3,76,198,131,0.6,2.6,1.7,0.11,0.27,0.18,0,730,61,360,1500,783,BRAHMAPUTRA
1,1030,BRAHAMPUTRA AT DIBRUGARH,ASSAM,17,25,21,5.7,9.1,7.6,6.8,7.6,7.2,83,222,130,0.7,3.1,1.7,0,0.21,0.12,0,700,91,360,2800,1133,BRAHMAPUTRA
2,1262,BRAHAMPUTRA AT NIMATIGHAT,ASSAM,17,28,23,5.4,7.7,6.5,6.7,7.8,7.2,85,210,137,0.6,2.5,1.5,0.1,2.1,0.31,0,910,106,300,2300,970,BRAHMAPUTRA
3,1526,BRAHMPUTRA AT DHENUKHAPAHAR,ASSAM,18,27,23,7.9,8.7,8.5,6.8,7.7,7.2,79,253,152,0.4,3.6,1.8,0.1,0.22,0.14,0,360,33,0,2000,919,BRAHMAPUTRA
4,1031,BRAHAMPUTRA AT PANDU,ASSAM,20,31,23,5.5,8.8,7.5,6.6,7.8,7.2,95,224,144,0.9,2.1,1.2,0.1,0.21,0.15,0,360,80,700,2000,1003,BRAHMAPUTRA
5,1299,BRAHAMPUTRA AT JOGIJHOGA NEAR BRIDGE,ASSAM,18,30,25,5.6,6.9,6.5,7.1,8.1,7.5,85,234,149,0.8,2,1.4,0.1,0.3,0.16,0,0,0,720,1500,973,BRAHMAPUTRA
6,2069,"BRAHMPUTRA NR WATER INTAKE POINT AT KACHARIGHAT, PANBAZAR, GUWAHATI",ASSAM,18,30,26,6.7,8.2,7.5,7,8,7.5,101,205,133,1.3,2.8,2,0.16,0.46,0.25,0,360,180,700,1400,980,BRAHMAPUTRA
7,2064,"BRAHMAPUTRA AT CHANDRAPUR, GUWAHATI",ASSAM,20,32,26,5.5,8,6.9,7,7.7,7.4,73,359,160,0.8,1,0.9,0.1,0.31,0.2,0,0,0,300,700,430,BRAHMAPUTRA
8,2067,"BRAHMPUTRA AT SUALKUCHI, DIST. KAMRUP",ASSAM,22,30,26,6.6,8.5,7.8,6.9,7.3,7.1,101,210,152,0.5,0.9,0.8,0.1,0.14,0.11,0,0,0,720,910,818,BRAHMAPUTRA
9,2066,BRAHMAPUTRA AT DHUBRI,ASSAM,20,31,27,6.5,7.2,6.8,7.2,7.6,7.5,67,198,125,0.7,2.6,1.6,0.1,0.22,0.16,0,360,90,360,1100,820,BRAHMAPUTRA
0,1312,"GODAVARI AT JAYAKWADI DAM, AURNAGABAD",MAHARASHTRA,20,38,28,5.6,7.6,6.7,8,9.2,8.5,433,1278,590,2.8,5.8,4,0,1.28,0.33,2,2,2,60,110,78,GODAVARI
1,2177,GODAVARI NR SOMESHWAR TEMPLE.,MAHARASHTRA,21,28,24,5.1,7,5.8,7,8.1,7.6,181,503,285,3,6,5.1,0.12,25.01,5.98,11,50,21,27,110,61,GODAVARI
2,2182,GODAVARI RIVER AT SAIKHEDA.,MAHARASHTRA,22,26,24,4.7,53,9.7,6.9,7.9,7.4,180,725,318,3,14,4.9,0,15.68,5.34,11,33,18,27,90,47,GODAVARI
3,2179,"GODAVARI RIVER AT HANUMAN GHAT, NASHIK CITY.",MAHARASHTRA,21,26,24,2.4,6.4,5.1,6.5,8,7.3,191,690,439,4,18,6.9,0.02,18.3,5.41,21,170,46,60,500,149,GODAVARI
4,2183,GODAVARI RIVER AT NANDUR- MADMESHWAR DAM.,MAHARASHTRA,20,27,25,1.5,6.6,5.7,6.9,8.7,7.5,210,490,312,3,20,5.5,0,15.05,5.14,9,26,15,25,110,47,GODAVARI
5,2181,"GODAVARI RIVER AT KAPILA- GODAVARI CONFL. PT, TAPOVAN.",MAHARASHTRA,23,28,25,1.1,6.3,4.1,7,8.1,7.4,243,786,523,4,40,12,0.09,37.08,13.71,11,220,62,50,500,158,GODAVARI
6,2180,GODAVARI NEAR TAPOVAN.,MAHARASHTRA,22,27,24,2.3,6.8,4.7,6.9,8.1,7.5,115,604,426,4,28,8.9,0.09,21.73,7.09,22,350,67,100,900,202,GODAVARI
7,1096,GODAVARI AT PANCHAVATI RAMKUND,MAHARASHTRA,21,25,24,3.2,6.3,5.1,6.8,8.1,7.4,231,758,407,4,10,6.1,0,16.44,5.39,21,110,39,40,350,134,GODAVARI
8,1211,GODAVARI AT NASIK D/S,MAHARASHTRA,21,26,24,3,6.4,5.3,6.9,8,7.4,201,713,407,2,12,6.5,0,18.08,6.31,13,140,34,27,500,116,GODAVARI
9,1095,"GODAVARI AT U/S OF GANGAPUR DAM,NASIK",MAHARASHTRA,22,28,26,3,6.9,6.2,7.1,8.3,7.6,143,271,192,3,4,3.1,0.04,5.95,1.81,8,21,12,11,60,32,GODAVARI
10,2160,"GODAVARI U/S OF AURANGABAD RESERVOIR, KAIGAON TOKKA NEAR KAIGAON BRIDGE.",MAHARASHTRA,20,37,27,5.3,7.1,6.6,7.8,9,8.2,437,1418,762,0.3,5.2,3.8,0,0.89,0.23,2,4,2,60,110,83,GODAVARI
11,2158,GODAVARI RIVER AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE AT JAYAKWADI .,MAHARASHTRA,20,38,28,5.7,7.5,6.8,8.1,9.1,8.5,416,588,518,3,5,3.6,0,0.99,0.25,2,4,2,70,90,81,GODAVARI
12,2159,GODAVARI RIVER AT D/S OF PAITHAN AT PATHEGAON BDG,MAHARASHTRA,20,38,28,3.4,7.1,6.1,7.8,9.3,8.6,464,1940,960,2.8,8.4,4.5,0,3.8,0.78,2,4,2,60,130,91,GODAVARI
13,2161,"GODAVARI AT JALNA INTAKE WATER PUMP HOUSE, SHAHABAD",MAHARASHTRA,27,35,29,4.9,7.5,6.6,7.4,8.5,8.1,544,2985,1027,2.8,8.3,4.1,0,2.85,0.55,2,2,2,40,130,82,GODAVARI
14,12,GODAVARI AT DHALEGAON,MAHARASHTRA,18,32,26,5.8,7.6,6.7,7.2,8.5,8,360,986,597,3.2,12.4,4.9,0,4.1,1.45,2,2,2,70,110,86,GODAVARI
15,1210,GODAVARI AT NANDED,MAHARASHTRA,28,30,30,4.5,7.2,6.4,7.8,8.6,8.1,360,946,565,2.4,6.6,4.3,0,3.3,0.87,2,2,2,50,140,87,GODAVARI
16,1209,GODAVARI AT RAHER,MAHARASHTRA,27,30,29,4.6,7.3,6.2,7.7,8.5,8.1,358,880,581,2.8,8,4.4,0,2.5,0.78,2,4,2,60,170,99,GODAVARI
17,2157,GODAVARI AT LATUR WATER INTAKE NR PUMP HOUSE AT DHAMEGAON.,MAHARASHTRA,22,30,27,6.5,7.4,7,7.8,8.8,8.2,308,1603,547,2.8,4.2,3.4,0,0.83,0.25,2,4,2,60,170,83,GODAVARI
18,2360,"GODAVARI AT BASARA, ADILABAD",ANDHRA PRADESH,28,30,29,6,6.6,6.3,7.1,8.2,7.7,223,760,517,1,3.8,1.8,0.2,3,1.2,5,92,36,80,410,265,GODAVARI
19,2361,"GODAVARI  AT MANCHERIAL, NR RLY BDG B/C OF RALLAVAGU",ANDHRA PRADESH,26,31,29,0,9.8,6.7,8,8.9,8.3,379,685,528,1.9,18,7,0,0.75,0.22,26,300,131,33,1700,517,GODAVARI
20,2362,"GODAVARI AT RAMAGUNDAM D/S, NR FCI INTAKE WELL, KARIMNAGAR",ANDHRA PRADESH,25,30,28,0,9.9,7,8,8.8,8.3,417,698,552,2,16,7.1,0,0.73,0.25,90,300,143,1600,1600,1600,GODAVARI
21,2363,"GODAVARI AT GODAVARIKHANI, NR BATHING GHAT, KARIMNAGAR",ANDHRA PRADESH,25,30,28,0,12.2,6.7,7.7,8.8,8.2,424,787,658,2.9,14,7.4,0,1.92,0.69,170,900,618,500,1600,1150,GODAVARI
22,2364,"GODAVARI AT RAMAGUNDAM U/S
, KARIMNAGAR",ANDHRA PRADESH,25,30,28,0,9.5,6.9,7.9,8.9,8.4,377,687,526,1.8,26,9.7,0,0.71,0.23,140,240,165,220,500,290,GODAVARI
23,2356,"GODAVARI D/S RAMANUGUNDAM,",ANDHRA PRADESH,24,30,28,0,7.5,4.6,7.6,8.3,8.1,436,717,583,0.1,14,6.4,0,0.9,0.43,140,300,180,500,900,600,GODAVARI
24,2365,"GODAVARI AT KAMALPUR U/S M/S AP RAYONS LTD. INTAKE WELL, WARANGAL",ANDHRA PRADESH,23,33,27,0,11.6,5.6,7.3,8.7,8.1,230,544,378,0.5,12,5.3,0,0.2,0.09,80,300,263,500,900,567,GODAVARI
25,2366,"GODAVARI AT KAMALPUR D/S AT M/S. AP RAYONS LTD. DISCHARGE POINT, WARANGAL",ANDHRA PRADESH,23,35,28,0,7.9,5.4,7.5,8.8,8,235,560,393,0.4,15,6.6,0,1.2,0.24,90,1600,382,500,1600,683,GODAVARI
26,13,GODAVARI AT MANCHERIAL,ANDHRA PRADESH,26,30,29,0,9.9,6.4,7.3,8.9,8.2,377,686,547,1.9,26,8.8,0,0.72,0.23,40,140,90,500,500,500,GODAVARI
27,2367,"GODAVARI AT BHADRACHALAM U/S BATHING GHAT, KHAMMAM",ANDHRA PRADESH,17,20,20,6.2,7.3,6.6,7.4,8.1,7.7,113,410,301,0.4,0.8,0.6,0.16,0.92,0.46,2,6,4,600,1700,1291,GODAVARI
28,2368,"GODAVARI AT BHADRACHALAM D/S BATHING GHAT, KHAMMAM",ANDHRA PRADESH,18,20,20,6.1,7.1,6.6,7,8,7.6,121,493,343,0.5,0.8,0.6,0.14,0.96,0.48,2,6,4,1100,2200,1509,GODAVARI
29,2369,"GODAVARI AT BURGAMPAHAD, KHAMMAM",ANDHRA PRADESH,19,20,20,4.5,6.5,5.6,6.6,7.8,7.2,410,680,562,0.6,3.6,2,0.46,1.24,0.75,2,6,5,1200,2700,1964,GODAVARI
30,2370,GODAVARI AT RAJAMUNDRY U/S OF NALLA CHANNEL,ANDHRA PRADESH,22,27,26,5.8,6.2,5.9,6.7,7.8,7.4,238,358,291,1,1.2,1.1,0.57,1.95,0.96,3,3,3,7,1100,535,GODAVARI
31,14,GODAVARI AT POLAVARAM,ANDHRA PRADESH,25,28,27,5.6,6.5,6.1,7.7,7.9,7.8,212,324,254,1,1.2,1.1,0.05,1,0.7,3,3,3,3,1100,507,GODAVARI
32,1218,"GODAVARI AT RAJAHMUNDRY
U/S",ANDHRA PRADESH,25,29,27,5.8,6.2,5.9,7.4,7.9,7.7,198,296,245,1,1.2,1,0.05,1.02,0.55,3,3,3,4,1100,570,GODAVARI
33,2371,GODAVARI AT RAJAMUNDRY D/S OF NALLA CHANNEL,ANDHRA PRADESH,21,28,25,5.4,6.2,5.9,6.7,7.9,7.4,252,410,313,1,1.2,1.1,0.57,1.29,0.99,3,4,3,11,2400,1424,GODAVARI
34,1219,"GODAVARI AT RAJAHMUNDRY
D/S",ANDHRA PRADESH,22,27,25,5.8,6.2,6,7,7.8,7.4,260,319,284,1,1.6,1.2,0.22,1.83,0.95,3,3,3,9,1100,687,GODAVARI
0,1194,KRISHNA AT MAHABALESHWAR DHOM DAM NEAR KOINA DAM,MAHARASHTRA,21,26,23,5.6,6.1,5.9,6.4,8.2,7.7,82,220,140,2.5,5.8,4.2,0.14,0.36,0.22,20,35,27,110,275,216,KRISHNA
1,1153,KRISHNA AT RAJAPUR WEIR,MAHARASHTRA,23,31,27,4.9,7.5,6.6,6.9,8.1,7.5,77,979,497,1.8,6.2,3.1,0,2.66,1.05,4,12,7,110,240,162,KRISHNA
2,36,"KRISHNA AT KRISHNA BDG, KARAD",MAHARASHTRA,21,25,23,4.9,5.6,5.3,6.5,8.2,7.7,118,442,205,5.4,8.8,6.8,0.16,0.38,0.25,200,275,246,1600,1800,1783,KRISHNA
3,1906,KRISHNA D/S OF ISLAMPUR,MAHARASHTRA,21,25,23,5.3,7.3,6.7,7,8.5,7.8,179,1722,456,2.4,24,4.9,0.46,17.2,2.62,4,12,6,130,220,154,KRISHNA
4,37,KRISHNA AT SANGLI,MAHARASHTRA,20,25,23,4.9,7.4,6.5,7,8.6,7.8,182,1925,774,2.2,6,3.2,0.26,11.9,2.34,2,12,6,110,220,149,KRISHNA
5,1310,"KRISHNA AT KURUNDWAD, KOLHAPUR",MAHARASHTRA,23,32,27,5.7,7.3,6.6,6.9,8.3,7.6,78,1286,556,2,5.4,3.6,0.45,3.98,1.56,4,9,7,130,220,163,KRISHNA
6,2187,KRISHNA AT KSHETRA MAHULI.,MAHARASHTRA,20,23,22,3.9,5.8,4.9,7.1,8.2,7.9,322,840,435,4.8,9.6,7.3,0.16,0.38,0.25,120,350,218,900,1800,1558,KRISHNA
7,2188,"KRISHNA AT KRISHNA-VENNA SANGAM, MAHULI",MAHARASHTRA,20,23,21,4.2,5.5,5,7.4,8.2,8,292,648,408,3.6,9.5,6.9,0.18,0.42,0.28,195,350,237,1600,1800,1717,KRISHNA
8,2190,KRISHNA RIVER AT WAI.,MAHARASHTRA,20,30,23,4.2,5.2,4.5,7.1,8.2,7.8,160,524,324,5.5,10.5,8,0.18,0.72,0.3,110,275,178,900,1800,1442,KRISHNA
9,1182,KRISHNA AT U/S OF UGARKHURD BARRAGE,KARNATAKA,21,31,26,4.5,8.4,6.6,7.6,9.1,8.5,200,1230,689,0.9,4.5,2.1,0,9.86,3.9,50,900,572,80,1600,1275,KRISHNA
10,1889,KRISHNA - ANKALI BRIDGE ALONG CHIKKODI KAGWAD ROAD,KARNATAKA,22,31,25,4.7,8.1,6.8,8,9.3,8.5,290,1000,668,1,3.9,1.9,0.88,11,6.02,34,900,619,300,1600,1418,KRISHNA
11,1181,KRISHNA AT D/S NARAYANPURA DAM,KARNATAKA,23,30,28,4.6,6.8,5.5,7.5,8.8,8.2,390,490,440,1,2.2,1.5,0,18.66,2.22,23,900,229,50,1600,565,KRISHNA
12,1170,KRISHNA AT D/S DEVASAGAR BDG.,KARNATAKA,26,33,30,6.4,7.4,7,7.7,9.6,8.3,,,,1,3,2.1,0.27,0.99,0.51,220,900,607,500,1700,1250,KRISHNA
13,1028,KRISHNA AT TINTINI BRIDGE,KARNATAKA,27,36,30,7,7.2,7.1,8,8.6,8.2,,,,1,2.8,1.3,0.15,1.05,0.58,50,220,118,90,500,307,KRISHNA
14,2781,KRISHNA AT D/S OF ALAMATTI DAM,KARNATAKA,24,29,28,4.8,6.8,5.6,7.5,9.3,8.2,390,530,460,1,2.8,1.7,0,1.27,0.58,30,900,355,70,1600,860,KRISHNA
15,1784,"KRISHNA AT THANGADI , MAHABOOBNAGAR",ANDHRA PRADESH,26,31,28,0,10.5,6.7,7.1,8.4,8,354,1080,766,0,24,8.8,0,4,0.63,80,170,102,100,900,341,KRISHNA
16,1175,"KRISHNA A/C TUNGABHADRA, SANGAMESHWARAM",ANDHRA PRADESH,23,34,28,6,6.8,6.3,7.6,8.1,7.9,280,410,372,2,2.8,2.4,1,4.8,2.35,100,210,138,940,1230,1086,KRISHNA
17,39,KRISHNA AT GADWAL BRIDGE,ANDHRA PRADESH,26,30,28,0,15,6.4,6.6,8.3,8,362,1085,762,2.1,22,8.4,0,3,0.52,50,300,117,50,900,277,KRISHNA
18,1465,"KRISHNA AT WADAPALLY A/C WITH R. MUSI, A.P.(SHIFTED FROM 1220)",ANDHRA PRADESH,27,29,28,5.4,6,5.7,7.8,8.8,8.3,353,912,587,1,6,3.3,1,3,1.53,10,100,36,90,255,150,KRISHNA
19,1786,"KRISHNA AT VEDADRI , GUNTUR",ANDHRA PRADESH,18,30,23,6.1,7.5,6.8,6.6,8.7,7.7,495,1174,667,0.5,0.6,0.5,0.1,0.71,0.4,2,7,5,1200,2200,1745,KRISHNA
20,1787,"KRISHNA AT AMARAVATI , GUNTUR",ANDHRA PRADESH,26,29,27,5.5,7.3,6.3,6.2,8.3,7.5,418,743,579,0.5,0.6,0.5,0.16,0.8,0.41,2,6,4,1100,2200,1409,KRISHNA
21,25,KRISHNA AT VIJAYWADA,ANDHRA PRADESH,17,28,22,5.8,7.5,6.6,7.2,8.2,7.7,425,713,564,0.5,0.6,0.5,0.12,0.8,0.44,2,6,4,1100,2700,1582,KRISHNA
22,3079,"D/S OF KRISHNA A/C WITH TREATED SEWAGE DISCHARGING FROM 10MLD STP LOCATED AT RAMALINGESHWARNAGAR, VIJAYAWADA,  KRISHNA",ANDHRA PRADESH,19,21,20,1.8,3.4,2.4,6.8,7,6.9,664,1734,1376,0.7,0.8,0.8,0.82,0.92,0.87,2,6,4,1200,2200,1833,KRISHNA
23,3083,"KRISHNA D/S OF SRISHAILAM, KURNOOL",ANDHRA PRADESH,23,35,28,5.8,6.2,6,7.6,8,7.8,320,852,419,1.2,2.5,1.8,0.05,1.2,0.5,100,180,129,940,2100,1281,KRISHNA
24,1782,"KRISHNA AT HAMSALA DEEVI , GUNTUR",ANDHRA PRADESH,18,24,21,4.5,7,5.6,6.8,7.9,7.4,446,14140,3647,0.5,0.8,0.6,0.15,0.8,0.47,2,6,4,1100,2200,1591,KRISHNA
0,1198,CAUVERY AT NAPOKULU BDG (D/S),KARNATAKA,22,28,25,5.9,8.1,6.9,6.6,8.2,7.4,38,80,59,1,2,1.1,0,0.07,0.05,36,1600,1231,230,1600,1336,CAUVERY
1,1195,CAUVERY AT KUSHAL NAGAR U/S (NEAR BAICHANAHALLI),KARNATAKA,24,29,26,6,8.1,7.1,7.1,8.6,7.7,55,170,105,1,2,1.1,0.07,0.2,0.12,260,1600,1303,1400,3500,1792,CAUVERY
2,33,"CAUVERY AT KRS DAM, BALAMURIKSHETRA",KARNATAKA,25,28,26,6.3,8,7.1,7.5,8.7,8.1,100,285,217,1,2,1.2,0.15,0.49,0.28,170,1600,1258,1100,1600,1525,CAUVERY
3,1386,CAUVERY AT D/S OF KAREKUARA,KARNATAKA,24,29,26,6.1,8.6,7.2,7.8,8.7,8.3,112,319,256,1,2,1.2,0.16,0.5,0.32,61,1600,1217,330,1600,1303,CAUVERY
4,1171,"CAUVERY AT SRIRANGA PATTANNA, D/S OF ROAD BDG",KARNATAKA,24,32,27,5.1,7.1,6.1,7.4,8.2,7.9,152,376,306,2,4,2.7,0.2,0.53,0.4,1600,4300,2150,1600,22000,6200,CAUVERY
5,34,CAUVERY AT SATHYAGALAM BDG,KARNATAKA,25,28,27,4.8,8.5,6.7,7.1,8.6,7.9,44,462,304,1,4,1.8,0.17,0.53,0.4,400,1600,1320,1600,8400,2258,CAUVERY
6,2773,CAUVERY AT BANNUR BRIDGE,KARNATAKA,26,30,27,5.7,72,11.8,7.3,8.7,7.9,270,426,365,1,3,1.9,0.33,0.6,0.46,270,1600,1282,1100,1700,1550,CAUVERY
7,2774,CAUVERY AT RANGANATHITTU,KARNATAKA,23,30,26,5.5,6.9,6.5,7.4,8.6,8,138,326,269,1,4,2,0.18,0.51,0.33,1600,3300,1792,1600,16000,4467,CAUVERY
8,50,CAUVERY AT METTUR,TAMILNADU,27,33,30,4.7,8.6,6.2,7.5,8.6,7.9,328,1479,477,0.3,2.9,1.1,0.07,0.29,0.17,110,170,136,210,330,275,CAUVERY
9,1322,CAUVERY AT 1KM. D/S OF BHAVANI RIVER CONFL.,TAMILNADU,24,32,28,2.6,7.1,5.4,7.6,8.3,7.9,346,550,431,0.1,2.2,1.1,0.04,0.6,0.2,130,210,156,260,400,312,CAUVERY
10,51,CAUVERY AT PALLIPPALAYAM,TAMILNADU,25,31,27,1.7,7.9,5.6,7.3,8.3,7.8,325,597,479,0.9,2.6,1.5,0.04,0.49,0.18,110,270,173,260,400,329,CAUVERY
11,1320,CAUVERY AT ERODE NEAR CHIRAPALAYAM,TAMILNADU,24,33,29,1.3,7.6,4.9,7.3,8.3,7.8,5,1361,527,0.3,15.3,3.5,0.03,0.8,0.19,130,11000,1342,270,22000,2554,CAUVERY
12,1323,CAUVERY AT VELORE NEAR KATTIPALAYAM,TAMILNADU,24,30,26,5.4,8.8,7.1,7.6,8.4,8,364,730,519,0.1,3.2,1.3,0.06,0.75,0.23,110,220,134,220,340,277,CAUVERY
13,3015,"CAUVERY AT PUGALUR, KARUR",TAMILNADU,26,37,30,5,8.6,6.8,7.3,8.3,7.9,448,946,672,0.2,3.8,1.2,0.03,0.31,0.19,110,220,162,270,390,312,CAUVERY
14,1324,CAUVERY AT MOHANUR NEAR PATTAIPALAYAM,TAMILNADU,24,29,26,2.8,9.2,5.9,7.4,8.4,7.9,385,798,548,0.4,6.5,1.8,0.02,1.17,0.27,110,260,153,220,390,318,CAUVERY
15,1451,CAUVERY AT THIRUMUKKUDAL- CONFL. PT.OF R. AMRAVAT,TAMILNADU,27,34,30,4.9,8.7,7.1,7.7,8.4,8.1,456,831,637,0.3,2,0.7,0.04,0.4,0.23,110,170,139,260,340,284,CAUVERY
16,31,CAUVERY AT MUSIRI,TAMILNADU,26,30,28,4.8,9,7,7.7,8.4,8,455,747,652,0.3,2.2,1.1,0.09,1.14,0.25,70,170,139,170,330,279,CAUVERY
17,3016,"CAUVERY AT PETTAIVAITHALAI, TRICHY",TAMILNADU,26,30,29,4.1,8.4,6.8,7.3,8.4,7.9,515,981,684,0.2,3.1,1.2,0.07,0.51,0.21,110,170,140,220,340,286,CAUVERY
18,1202,"CAUVERY AT TIRUCHIRAPPALLI
U/S",TAMILNADU,26,30,28,5.9,7.8,7.1,7.4,8.5,7.9,378,694,589,0,2.7,1.1,0.05,0.7,0.21,70,170,122,170,320,271,CAUVERY
19,1325,"CAUVERY AT TIRUCHIRAPPALLI
D/S",TAMILNADU,26,30,28,3.6,7.6,5.6,7,8.6,7.7,436,1041,820,0.3,10.6,2.1,0.02,0.98,0.23,110,330,179,260,700,376,CAUVERY
