"7/19/23, 11:18 AM",cpcb.nic.in/wqm/2013/RIVERWATER DATA 2013_1.htm,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY DATA 2013 | CPCB ENVIS ,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER BEAS - 2013,,,,,,,,,,,,,,,,,,,,,,,,,,
"STATION
CODE",LOCATIONS,STATE,TEMPERATURE ºC,,,,D.O. (mg/l),,,pH,,"CONDUCTIVITY
(µmhos/cm)",,,B.O.D. (mg/l),,,"NITRATE- N+ NITRITE-
N (mg/l)",,,"FECAL COLIFORM
(MPN/100ml)",,,"TOTAL COLIFORM
(MPN/100ml)",,
,,,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean
1145,"GANGAAT NARORA (BULANDSAHAR), U.P.",UTTAR PRADESH,,,,,,,7,7.5,7.4,174,310,243,1.2,3.4,2.4,0,0,0,,,,,,
2490,"GANGAAT KACHHLA GHAT, ALIGARH",UTTAR PRADESH,,,,,,,7.4,7.5,7.5,150,340,257,1.8,3.2,2.4,0,0,0,,,,,,
1063,"GANGAAT KANNAUJ U/S (RAJGHAT), U.P",UTTAR PRADESH,12,33,25.8,6.5,9.9,8.2,7.4,9.3,8,21,180,45,3,5.4,4,0.18,3.6,3,700,2100,1210,2000,6400,4075
1066,"GANGAAT KANNAUJ D/S, U.P",UTTAR PRADESH,12,33,25.3,6.4,9.6,7.9,7.6,9.2,8.1,18,183,44,2,5.8,4.2,0.16,2.56,2,900,2300,1569,2300,6400,4638
1146,"GANGAAT BITHOOR (KANPUR), U.P.",UTTAR PRADESH,12,33,25.6,6.4,10.6,8.5,7.4,8.7,8.1,19,195,41,2.3,3.8,3.2,0.14,2.2,2,700,2100,1300,2300,4300,3792
1067,"GANGAAT KANPUR U/S (RANIGHAT), U.P",UTTAR PRADESH,12,33,25.6,6.1,10.8,8.3,7.5,8.7,8.1,20,120,37,2.5,4.1,3.4,0.16,2.3,2,700,2500,1438,2300,44500,6992
1068,"GANGAAT KANPUR D/S (JAJMAU PUMPING
STATION), U.P",UTTAR PRADESH,12,33,25.6,5.4,8.9,6.8,7.3,8.7,8.1,26,270,59,4,15.6,6.7,0.24,5.44,3,8400,28000,13292,40000,210000,70462
1147,"GANGAAT DALMAU (RAI BAREILLY), U.P.",UTTAR PRADESH,14,23,19.1,6.8,10.5,8.3,7.7,7.8,7.8,152,281,212,3.2,3.8,3.6,0.8,1.22,1,4300,4900,4645,7000,7900,7591
2498,"GANGAAT KALA KANKAR, RAEBARELI",UTTAR PRADESH,14,24,19.1,6.9,10.5,8.4,7.7,7.8,7.8,150,278,208,3,3.7,3.4,0.76,1.02,1,4100,4800,4400,6900,7800,7355
1046,"GANGAAT ALLAHABAD (RASOOLABAD), U.P.",UTTAR PRADESH,19.8,30.5,24.7,6.9,10.8,8.5,8,8.3,8.2,338,385,367,2.5,4.8,3.6,2.44,2.56,2,3000,17000,5033,10000,33000,21417
2487,"GANGAAT KADAGHAT, ALLAHABAD",UTTAR PRADESH,19.4,30.2,24.3,6.8,10.2,8.4,7.8,8.3,8.2,358,398,374,2.8,4.4,3.4,2.4,2.66,2,3000,140000,16100,9000,32000,22417
https://cpcb.nic.in/wqm/2013/RIVERWATER DATA 2013_5.htm,1/3,,,,,,,,,,,,,,,,,,,,,,,,,
"7/19/23, 11:19 AM",cpcb.nic.in/wqm/2013/RIVERWATER DATA 2013_5.htm,,,,,,,,,,,,,,,,,,,,,,,,,
1049,"GANGAAT ALLAHABAD D/S (SANGAM), U.P.",UTTAR PRADESH,19.6,30.8,24.7,6.6,9.7,8.2,8.1,8.4,8.3,368,501,429,2.8,4.6,3.6,2.78,3.3,3,3100,21000,6475,17000,38000,24333
2485,"GANGA U/S, VINDHYACHAL, MIRZAPUR",UTTAR PRADESH,14,32,26.2,5.5,11.6,8.8,7.4,8.2,7.9,237,582,362,2.2,3.1,2.6,1.24,2.56,2,490,2100,1441,1700,4600,3542
2486,"GANGA D/S, MIRZAPUR",UTTAR PRADESH,14,34,27.2,5.1,10.8,8.4,7.4,8.9,7.9,238,582,365,2.4,3.6,3.1,1.46,2.22,2,1100,4600,2808,2200,7000,4600
1070,"GANGAAT VARANASI U/S (ASSIGHAT), U.P",UTTAR PRADESH,21,24.5,23.2,6.9,8.8,8.4,7.6,8.4,8.2,268,370,291,2.9,3.2,3,0,0,0,5000,8000,5500,7000,13000,8833
1071,"GANGAAT VARANASI D/S (MALVIYA BRIDGE),
U.P",UTTAR PRADESH,21,24.5,23.2,6.4,8.3,7.9,7.7,8.7,8.5,306,392,327,3.3,5.1,4.6,0.15,1.98,1.64,31000,46000,34500,43000,70000,49500
1073,"GANGAAT TRIGHAT (GHAZIPUR), U.P",UTTAR PRADESH,22,24.5,23.6,6.8,8.4,7.9,7.6,8.6,8.4,285,390,336,2.7,4.1,3.7,0,0,0,13000,23000,15167,17000,46000,22500
1074,"GANGAAT BUXAR,BIHAR",BIHAR,17,17,17,8.6,8.6,8.6,8.4,8.4,8.4,282,542,387,2.7,2.7,2.7,0,0,0,1300,3000,1913,3000,9000,5250
2551,"GANGAAT BUXAR, RAMREKHAGHAT",BIHAR,17,35,26.5,7.6,8.2,7.9,7.6,8.4,8,281,553,391,2.6,2.9,2.7,0,0,0,2400,9000,4925,9000,24000,13143
1077,"GANGAAT KHURJI, PATNA U/S, BIHAR",BIHAR,9,32,24.9,7.5,8.8,8,7.8,8.4,8.1,265,437,341,2.4,2.7,2.6,0,0,0,1100,5000,2356,2400,9000,5378
2556,"GANGAAT INDRAPURI, DEHRI ON SONE",BIHAR,10,30,23.2,7.3,9,8,7.4,8.2,7.8,12,256,161,2,2.4,2.2,0,0,0,500,900,650,1300,2400,1733
2564,"GANGA AT THE CONFLUENCE OF SONE
RIVER DORIGANJ, CHAPRA",BIHAR,14,34,25.7,7.4,9.3,8.3,7.8,8.3,8.1,243,386,304,2.1,2.7,2.5,0,0,0,1300,2400,1729,3000,5000,3929
2552,GANGA DARBHANGA GHAT AT PATNA,BIHAR,9,32,25.1,7.2,8.6,7.8,7.8,8.1,7.9,284,490,350,2.5,2.9,2.7,0,0,0,2400,9000,7378,9000,24000,19571
1079,"GANGAAT PATNA D/S (GANGA BRIDGE),
BIHAR",BIHAR,10,33,25.2,7,8.7,7.9,7.6,8.2,7.8,275,530,357,2.6,3,2.8,0,0,0,3000,9000,5222,9000,24000,14143
2555,"GANGAAT PUNPUN, PATNA",BIHAR,8.4,33,25.7,7,8.7,7.7,7.3,8.4,7.9,285,756,444,2.5,8.7,4,0,0,0,700,2400,1713,1700,5000,3463
2553,GANGAAT FATUHA,BIHAR,8,33,25.3,7.5,8.7,8.1,7.6,8.2,7.8,267,429,351,2.4,2.7,2.5,0,0,0,1100,3000,2300,2800,9000,6700
1817,GANGAAT MOKAMA (U/S),BIHAR,11,28,24.1,6.1,8.8,7.9,7.8,8.2,8,279,310,288,2.4,2.6,2.5,0,0,0,1100,1700,1410,2200,5000,3280
1815,GANGAAT MOKAMA (D/S),BIHAR,11,28,24.5,5.9,8.6,7.8,7.6,8.1,7.9,310,346,330,2.4,2.9,2.8,0,0,0,3000,9000,5000,9000,16000,14250
1818,GANGAAT MUNGER,BIHAR,21,30,26.1,5.8,8.5,7.6,7.6,8,7.9,260,336,286,2.4,2.7,2.5,0,0,0,1100,3000,1645,2400,5000,3455
2554,"GANGAAT SULTANGANJ, BHAGALPUR",BIHAR,22,30,26.1,5.9,8.5,7.8,7.6,8,7.8,256,332,287,2.4,2.7,2.6,0,0,0,800,3000,1418,2400,5000,3200
1819,GANGAAT BHAGALPUR,BIHAR,17,28,25.2,5.9,8.5,7.6,7.7,8,7.8,279,383,303,2.4,2.8,2.7,0,0,0,2200,3000,2673,5000,9000,6818
1816,GANGAAT KAHALGAON,BIHAR,19,28,25.3,6,8.6,7.8,7.8,8.1,8,232,332,263,2.5,2.9,2.7,0,0,0,2200,5000,3055,5000,9000,7909
3113,GANGAAT D/S BUXAR NEAR GANGA BRIDGE,BIHAR,17,34,26.3,7.4,8.4,8,7.5,8.4,8,283,553,383,2.5,2.8,2.6,0,0,0,1100,5000,2750,3000,16000,9500
3114,"GANGA RIVER NEAR DANAPUR (NEAR
PIPAPUL)",BIHAR,9,32,24.8,7.3,8.3,8,7.5,8.3,8,268,460,336,2.4,2.7,2.6,0,0,0,1100,3000,1889,2400,16000,6378
3115,GANGA RIVER AT BARH,BIHAR,18,30,25.2,5.9,8.8,7.9,7.6,8.1,8,262,330,285,2.2,2.5,2.4,0,0,0,700,1400,1309,1700,3500,2927
3116,"GANGAAT U/S MUNGER (NEAR INTAKE WELL
ON GANGA)",BIHAR,21,30,26.5,6.1,8.6,7.8,7.8,8.1,8,258,320,275,2.2,2.6,2.4,0,0,0,700,1700,1191,1700,5000,2718
3117,GANGAAT U/S SULTANGANJ,BIHAR,22,29,26,6,8.6,7.8,7.6,8.1,7.9,268,328,287,2.4,2.6,2.5,0,0,0,900,2200,1245,2200,3000,2555
3118,GANGAAT U/S BHAGALPUR,BIHAR,17,28,25.1,6,8.5,7.7,7.8,8,7.9,265,362,298,2.4,2.8,2.6,0,0,0,800,1700,1355,2400,5000,3164
3122,"GANGAAT MALSALAMI, PATNA",BIHAR,10,33,25.3,7.5,8.8,8,7.7,8.2,7.9,289,438,354,2.4,2.7,2.6,0,0,0,900,3000,1722,2400,9000,4822
3123,GANGA RIVER AT BARAHIA,BIHAR,26,29,27.2,6,8.5,7.5,7.6,8.1,8,276,318,287,2,2.6,2.4,0,0,0,800,1300,1083,2200,3000,2700
1080,GANGAAT BAHARAMPORE WEST BENGAL,WEST BENGAL,20,32,26.5,6,11,7.4,7.4,7.8,7.6,230,358,295,4.5,6.9,5.6,0.77,1.26,1,1,90000,15071,400,160000,28547
https://cpcb.nic.in/wqm/2013/RIVERWATER DATA 2013_5.htm,2/3,,,,,,,,,,,,,,,,,,,,,,,,,
"7/19/23, 11:19 AM",cpcb.nic.in/wqm/2013/RIVERWATER DATA 2013_5.htm,,,,,,,,,,,,,,,,,,,,,,,,,
2511,"NABADIP ON GANGA,GHOSHPARA NEAR
MONIPURGHAT",WEST BENGAL,16,32,27.7,5.5,10.6,7.1,7.2,8,7.5,212,339,296,1.6,5.9,3.4,0.78,1.55,1,700,50000,14344,1100,90000,26306
2506,"TRIBENI ON GANGA, NEAR BURNING GHAT",WEST BENGAL,18,32,27.1,4.9,9.3,6.6,7.6,8.3,8,213,357,284,1,4.3,2,0.427,2.56,2,200,130000,31038,400,170000,42482
1054,"GANGAAT PALTA, WEST BENGAL",WEST BENGAL,18,52,29.3,5.4,9.8,7.1,6.9,7.9,7.5,219,359,288,2.3,5.1,3.5,0.41,1.02,1,1,500000,146000,26000,900000,248588
1472,"GANGAAT SERAMPORE, WEST BENGAL",WEST BENGAL,17,32,26.8,3.9,9,5.8,7.1,8.2,7.7,233,413,309,1.8,6,3.8,0.387,5.66,4,8000,500000,253188,11000,900000,381824
1053,"GANGAAT DAKSHMINESWAR, WEST BENGAL",WEST BENGAL,16,32,26.7,4,8.5,5.9,7.6,8.1,7.8,208,398,292,1.1,6.6,3.9,0.11,1.02,1,70000,1100000,425313,85000,4500000,1075588
1471,"GANGAAT HOWRAH-SHIVPUR, WEST BENGAL",WEST BENGAL,19,30,25.9,4.4,7.4,6,7.2,8.1,7.7,234,425,304,0.8,5.8,3.5,0.3,1.55,1,1,700000,237059,110000,4500000,855882
1470,"GANGAAT GARDEN REACH, WEST BENGAL",WEST BENGAL,20,30,25.6,4.5,8.5,6.1,7.7,8.2,7.9,230,408,301,1.8,7.5,4,0.09,2.56,2,1,650000,300294,165000,2500000,942941
1052,"GANGAAT ULUBERIA, WEST BENGAL",WEST BENGAL,15,30,25.7,3.6,8.8,5.4,7.2,8.1,7.7,249,412,314,0.6,8.4,3.3,0.1,1.44,1,4000,220000,69500,11000,500000,189706
1469,"GANGAAT DIAMOND HARBOUR, WEST
BENGAL",WEST BENGAL,18,31.5,26.7,4.7,8.6,6.3,7.4,8,7.8,240,6270,1437,0.6,4.3,2.5,0.25,1.25,1,1,170000,32824,7000,500000,99647
https://cpcb.nic.in/wqm/2013/RIVERWATER DATA 2013_5.htm,3/3,,,,,,,,,,,,,,,,,,,,,,,,,
"7/19/23, 11:20 AM",cpcb.nic.in/wqm/2013/RIVERWATER DATA 2013_22.htm,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY DATA 2013 | CPCB ENVIS ,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER GODAVARI - 2013,,,,,,,,,,,,,,,,,,,,,,,,,,
"STATION
CODE",LOCATIONS,STATE,TEMPERATURE ºC,,,,D.O. (mg/l),,,pH,,"CONDUCTIVITY
(µmhos/cm)",,,B.O.D. (mg/l),,,"NITRATE- N+
NITRITE-N (mg/l)",,,"FECAL COLIFORM
(MPN/100ml)",,,"TOTAL COLIFORM
(MPN/100ml)",,
,,,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean
,WATER QUALITY CRITERIA,,,,,,> 4 mg/l,,,6.5-8.5,,,,,,< 3 mg/l,,,,,< 2500 MPN/100ml,,,< 5000 MPN/100ml,,
1312,"GODAVARI AT JAYAKWADI DAM,
AURNAGABAD,MAHARASHTRA",MAHARASHTRA,28,31,29.2,5.9,7,6.4,7.6,8.7,8.1,412,1443,735,2,5,3.4,1.8,2,2,2,3,3,60,90,73
2177,"GODAVARI RIVER NEAR SOMESHWAR
TEMPLE.",MAHARASHTRA,23,28,24.5,4.9,7,6,7.4,8.3,8,163,403,270,2.4,5,3.1,1.648,2,2,33,170,72,110,340,182
2182,GODAVARI RIVER AT SAIKHEDA.,MAHARASHTRA,23,28,25.8,4.5,6.5,5.5,7.5,8,7.8,263,507,355,2.8,5.5,4.2,8.096,10,9,21,170,59,90,210,133
2179,"GODAVARI RIVER AT HANUMAN GHAT, NASHIK
CITY.",MAHARASHTRA,23,30,24.8,4.1,6.7,5.5,7.4,8.2,7.8,166,545,371,2.6,12,5.6,1.004,7,3.55,33,300,90,90,900,283
2183,"GODAVARI RIVER AT NANDUR- MADMESHWAR
DAM.",MAHARASHTRA,25,27,25.7,4.4,7,5.7,7.7,8.2,7.9,191,369,294,2.4,3.6,3.2,0.663,3,2.69,17,110,45,40,350,132
2181,"GODAVARI RIVER AT KAPILA- GODAVARI
CONFLUENCE POINT, TAPOVAN.",MAHARASHTRA,23,30,25,2.6,6.1,4.5,7,8.2,7.5,440,655,513,3.8,22,12.6,0,4,2.3,33,350,131,110,900,320
2180,GODAVARI RIVER NEAR TAPOVAN.,MAHARASHTRA,24,29,24.8,3.9,6.5,5.2,7.3,8.2,7.7,365,576,475,2.8,18,10.3,0,4,1.9,40,300,122,140,900,343
1096,"GODAVARI AT PANCHAVATI AT
RAMKUND,MAHARASHTRA",MAHARASHTRA,24,30,26.3,4.5,6.9,5.6,7.4,8,7.7,242,528,385,2.6,6,3.8,0,2,1,110,110,110,210,350,292
1211,"GODAVARI AT NASIK D/S, MAHARASHTRA",MAHARASHTRA,24,30,26.5,4.2,6.5,5.2,7.4,8.1,7.8,318,536,410,3.2,8,5.2,0,3,1.5,21,140,77,90,350,218
1095,"GODAVARI AT U/S OF GANGAPUR
DAM,NASIK,MAHARASHTRA",MAHARASHTRA,24,31,26,5.7,7,6.5,7.3,8.1,7.8,158,199,178,2,3,2.5,1.073,2.03,1.99,11,33,22,22,140,74
,GODAVARI RIVER AT U/S OF AURANGABAD,,,,,,,,,,,,,,,,,,,,,,,,,
2160,"RESERVOIR, KAIGAON TOKKA NEAR KAIGAON",MAHARASHTRA,28,32,29.2,5.5,6.9,6.2,7.2,8.4,7.9,366,1091,749,2,4.2,3.5,1.5,2,1.75,2,3,2,70,90,80
,BRIDGE.,,,,,,,,,,,,,,,,,,,,,,,,,
,GODAVARI RIVER AT U/S OF PAITHAN AT,,,,,,,,,,,,,,,,,,,,,,,,,
2158,PAITHAN INTAKE PUMP HOUSE AT,MAHARASHTRA,28,32,29.5,6.1,6.7,6.4,7.8,8.1,8,512,1279,834,3,6,4.7,1.6,2,1.8,2,3,2,70,90,77
,JAYAKWADI,,,,,,,,,,,,,,,,,,,,,,,,,
2159,"GODAVARI RIVER AT D/S OF PAITHAN AT
PATHEGAON BRIDGE.",MAHARASHTRA,28,32,30.2,5.6,6.8,6.2,7.5,8.2,8,536,2075,925,2,6.2,4.2,6.6,7,6.9,2,3,2,70,90,82
2161,"GODAVARI RIVER AT JALNA INTAKE WATER
PUMP HOUSE, SHAHABAD.",MAHARASHTRA,22,30,26.7,5.9,7.1,6.5,7.6,8.4,8,459,943,730,3,5,4,2.5,3,2.9,2,3,2,70,90,78
12,"GODAVARI AT DHALEGAON, MAHARASHTRA",MAHARASHTRA,25,29,27.2,6,7,7,7.1,8.2,7.9,399,895,637,2.1,12,4.7,6.3,7,6.5,2,3,2,70,90,80
1209,"GODAVARI AT RAHER, MAHARASHTRA",MAHARASHTRA,24,38,29.7,5.8,6.9,6.4,7.6,8.4,8,468,987,656,3,5,3.6,1.7,2,1.8,2,3,3,60,90,82
2157,"GODAVARI RIVER AT LATUR WATER INTAKE
NEAR PUMP HOUSE AT DHAMEGAON.",MAHARASHTRA,20,37,26,6,7,6.6,7.8,8.4,8.1,408,866,601,2,5.2,3.2,6.3,7,6.75,2,3,2,70,90,80
2360,"GODAVARI AT BASARA, ADILABAD",ANDHRA PRADESH,26,30,28,5.2,5.8,5.5,7.8,8.4,8.1,420,1464,826,1.2,2.2,1.7,1,2,1,10,55,27,120,285,161
2361,"GODAVARI AT MANCHERIAL, NEAR RLY BDG
B/C OF RALLAVAGU",ANDHRA PRADESH,31,31,31,6.6,7.2,6.9,8.4,9.6,9,477,575,526,12,12,12,0,0,0,90,170,130,220,350,285
2362,"GODAVARI AT RAMAGUNDAM D/S, NEAR FCI
INTAKE WELL, KARIMNAGAR",ANDHRA PRADESH,30,30,30,5.6,5.8,5.7,8.3,8.7,8.5,568,581,575,10,16,13,0,0,0,240,240,240,500,900,700
2363,"GODAVARI AT GODAVARIKHANI, NEAR
BATHING GHAT, KARIMNAGAR",ANDHRA PRADESH,30,31,30.5,3.1,3.3,3.2,8.4,9.1,8.8,739,867,803,12,18,15,0,0,0,500,500,500,900,1600,1250
https://cpcb.nic.in/wqm/2013/RIVERWATER DATA 2013_22.htm,1/2,,,,,,,,,,,,,,,,,,,,,,,,,
"7/19/23, 11:20 AM",cpcb.nic.in/wqm/2013/RIVERWATER DATA 2013_22.htm,,,,,,,,,,,,,,,,,,,,,,,,,
2364,"GODAVARI AT RAMAGUNDAM U/S ,
KARIMNAGAR",ANDHRA PRADESH,30,31,30.5,6.3,7,6.7,8.3,9.7,9,488,574,531,10,15,12.5,0,0,0,90,170,130,350,500,425
2356,"GODAVARI, D/S OF RAMANUGUNDAM,",ANDHRA PRADESH,29,29,29,4.4,4.4,4.4,8.5,8.5,8.5,656,656,656,13,13,13,0,0,0,300,300,300,500,500,500
2365,"GODAVARI AT KAMALPUR U/S M/S AP RAYONS
LTD. INTAKE WELL, WARANGAL",ANDHRA PRADESH,30,30,30,5.2,6.9,6.1,8.3,8.4,8.4,415,421,418,5,8,6.5,0,0,0,300,300,300,500,500,500
2366,"GODAVARI AT KAMALPUR D/S AT M/S. AP
RAYONS LTD. DISCHARGE POINT, WARANGAL",ANDHRA PRADESH,29,30,29.5,6.5,6.7,6.6,8.2,8.2,8.2,409,433,421,4,4,4,0,0,0,280,280,280,500,900,700
13,"GODAVARI AT MANCHERIAL, A.P.",ANDHRA PRADESH,29,30,29.5,4.1,4.1,4.1,8.4,9.8,9.1,467,568,518,11,22,16.5,0,0,0,240,240,240,900,900,900
2367,"GODAVARI AT BHADRACHALAM U/S BATHING
GHAT, KHAMMAM",ANDHRA PRADESH,19,21,20,5.4,6.5,6,7.5,8.6,8.1,381,528,443,0.3,0.3,0.3,0.3,1,1,2,2,2,400,900,640
2368,"GODAVARI AT BHADRACHALAM D/S BATHING
GHAT, KHAMMAM",ANDHRA PRADESH,20,21,20.2,5.1,6.3,5.6,7.6,8.2,8,394,563,462,0.6,1.4,0.8,0.28,1,1,2,4,3,1200,21000,5280
2369,"GODAVARI AT BURGAMPAHAD, KHAMMAM",ANDHRA PRADESH,19,21,19.8,5.8,6.6,6.1,7.1,8.6,7.9,626,696,666,1,2,1.8,0.42,1,0.84,2,2,2,1100,1200,1160
2370,"GODAVARI AT RAJAMUNDRY U/S OF NALLA
CHANNEL",ANDHRA PRADESH,26,27,26.6,5.6,6.2,5.8,6.4,7.2,6.9,256,327,290,1.2,1.2,1.2,0.94,3,2.4,3,93,48,240,1100,628
14,"GODAVARI AT POLAVARAM, A.P.",ANDHRA PRADESH,27,27,27,5.6,7.4,6.2,7.5,7.8,7.7,289,518,380,1.2,1.2,1.2,1.05,2,1.56,,,,39,240,170
1218,"GODAVARI AT RAJAHMUNDRY U/S, A.P.",ANDHRA PRADESH,25,28,26.6,5.6,6.8,6.1,6.7,7.9,7.4,244,1815,480,1.2,1.6,1.3,0.82,2,1.98,3,3,3,75,1100,432
2371,"GODAVARI AT RAJAMUNDRY D/S OF NALLA
CHANNEL",ANDHRA PRADESH,26,27,26.8,5.8,6.2,5.9,6.8,7.4,7,225,390,315,1.2,1.2,1.2,1.07,2,1.29,3,93,23,1100,1100,1100
https://cpcb.nic.in/wqm/2013/RIVERWATER DATA 2013_22.htm,2/2,,,,,,,,,,,,,,,,,,,,,,,,,
"7/19/23, 11:21 AM",cpcb.nic.in/wqm/2013/RIVERWATER DATA 2013_24.htm,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY DATA 2013 | CPCB ENVIS ,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER KRISHNA - 2013,,,,,,,,,,,,,,,,,,,,,,,,,,
"STATION
CODE",LOCATIONS,STATE,TEMPERATURE ºC,,,,D.O. (mg/l),,,pH,,"CONDUCTIVITY
(µmhos/cm)",,,B.O.D. (mg/l),,,"NITRATE- N+
NITRITE-N (mg/l)",,,"FECAL COLIFORM
(MPN/100ml)",,,"TOTAL COLIFORM
(MPN/100ml)",,
,,,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean
,WATER QUALITY CRITERIA,,,,,,> 4 mg/l,,,6.5-8.5,,,,,,< 3 mg/l,,,,,< 2500 MPN/100ml,,,< 5000 MPN/100ml,,
1194,"KRISHNAAT MAHABALESHWAR DHOM DAM
NEAR KOINA DAM,MAHARASHTRA",MAHARASHTRA,22.5,28.4,24.1,5.8,6.2,5.9,7.8,8.8,8.4,108,192,144,3.4,6.2,4.4,0.16,1.02,1,9,40,24,120,275,201
1153,"KRISHNAAT RAJAPUR WEIR, MAHARASHTRA",MAHARASHTRA,26,32,29.7,6.6,7.4,6.9,7.1,8.1,7.8,136,527,273,1.8,4,3.2,2.39,2.86,2.74,2,6,4,80,120,107
36,"KRISHNAAT KRISHNA BRIDGE, KARAD,
MAHARASHTRA",MAHARASHTRA,22,25.4,23.7,5.7,5.9,5.8,7.9,8.8,8.5,133,238,192,4.2,7.4,5.9,0.53,1.05,0.89,80,425,265,900,1800,1500
1906,KRISHNA D/S OF ISLAMPUR,MAHARASHTRA,20,27,25.2,5.8,7.5,6.7,7.6,8.6,8.1,199,418,273,2,8.2,4.1,1.33,4,3.22,2,4,4,80,130,115
37,"KRISHNAAT SANGLI, MAHARASHTRA",MAHARASHTRA,22,28,24.5,6.1,6.9,6.6,7.5,8.5,8,196,892,409,2.4,6.4,4,2.45,3,2.87,2,6,4,110,140,123
1310,"KRISHNAAT KURUNDWAD IN
KOLHAPUR,MAHARASHTRA",MAHARASHTRA,25,32,30.2,6.4,7.4,6.9,7.5,8.2,7.8,133,597,252,2,4.8,3.7,2.54,3.88,3,4,6,5,90,140,118
2187,KRISHNA RIVER AT KSHETRA MAHULI.,MAHARASHTRA,20.9,23,21.7,5.6,5.9,5.8,8.2,9.1,8.6,280,518,368,4,6.4,5.2,0.38,1,0.69,95,350,236,900,1800,1583
2188,"KRISHNA RIVER AT KRISHNA-VENNA SANGAM
AT MAHULI.",MAHARASHTRA,20.2,21.9,21.1,5,6,5.6,8.1,8.8,8.4,173,502,351,4.6,7.6,6,0.22,4,3.04,120,350,212,900,1800,1617
2190,KRISHNA RIVER AT WAI.,MAHARASHTRA,22,28.7,23.8,2.8,5.8,5.1,8.2,9,8.6,258,586,387,3.6,8.6,6.1,0.24,5,3.23,70,350,225,900,1800,1583
1182,"KRISHNAAT U/S OF UGARKHURD
BARRAGE,KARNATAKA",KARNATAKA,24,33,28,5.9,11.4,7.5,7.5,8.9,8.1,230,1780,927,0.5,2.6,1.7,7.11,8,7.75,12,900,408,22,1600,1038
1889,"KRISHNA - ANKALI BRIDGE ALONG CHIKKODI
KAGWAD ROAD",KARNATAKA,23,32,27.3,5.6,11.7,7.9,7.3,9.1,8,250,1300,705,0.9,2.5,1.6,0,26,18.6,22,900,572,50,1600,1088
1181,"KRISHNAAT D/S OF NARAYANPURA
DAM,KARNATAKA",KARNATAKA,28,29,28.5,5,5.8,5.2,7.5,9.5,8.2,230,780,512,0.5,3.2,1.6,0,14,5.66,6,900,418,12,1600,827
1170,"KRISHNAAT D/S OF DEVASAGAR
BDG.,KARNATAKA",KARNATAKA,28,32,29.4,6,7.6,7.1,8.2,8.7,8.4,376,828,678,1,2,1.7,0.42,0,1,170,900,706,500,1600,1288
1028,"KRISHNAAT TINTINI BRIDGE, KARNATAKA",KARNATAKA,26,34,29.8,6.6,7.8,7.3,7.7,8.3,7.7,359,753,633,1,2,1.8,0.432,1.64,1,70,1600,623,220,1600,1220
2781,"KRISHNAAT D/S OF ALAMATTI DAM,
KARNATAKA",KARNATAKA,28,29.5,28.5,4.9,5.9,5.2,7.1,9.4,8.2,240,690,488,0.7,3.3,1.6,0,0,0,7,900,407,12,1600,1014
1784,"THANGADI , MAHABOOBNAGAR DIST., A.P",ANDHRA PRADESH,29,30,29.5,6.4,6.8,6.6,8.4,8.4,8.4,688,758,723,13,14,13.5,0,0,0,90,170,130,220,350,285
1175,"KRISHNAAFTER CONFL. WITH
TUNGABHADRA, SANGAMESHWARAM A.P.",ANDHRA PRADESH,23,29,25.4,6.1,6.2,6.2,7.5,8.5,8,390,600,479,2.4,2.8,2.6,4.3,6,5.56,60,150,128,180,1200,956
39,"KRISHNAAT GADWAL BRIDGE, A.P.",ANDHRA PRADESH,29,30,29.5,6.2,6.9,6.6,8.3,8.5,8.4,675,869,772,9,12,10.5,0,0,0,90,170,130,500,500,500
1465,"KRISHNAAT WADAPALLY AFTER CONFL. WITH
R. MUSI, A.P.(SHIFTED FROM 1220)",ANDHRA PRADESH,25,30,27.8,5.1,6.1,5.8,8.4,9,8.7,516,2098,1399,0.8,4,2.3,0.5,1,1,20,230,117,155,240,199
1786,"VEDADRI , GUNTUR DIST., A.P",ANDHRA PRADESH,19,22,20.6,6,6.8,6.3,7.5,8.5,8,648,875,753,0.7,0.8,0.8,0.31,1,1,2,2,2,1100,1200,1160
1787,"AMARAVATI , GUNTUR DIST., A.P",ANDHRA PRADESH,25,27,26,6.2,7.5,6.8,7.1,9.2,8,607,865,727,0.4,0.8,0.7,0.52,1,1,2,2,2,900,1200,1100
25,"KRISHNAAT VIJAYWADA, A.P.",ANDHRA PRADESH,17,23,20,6,6.4,6.2,7.4,8.4,7.9,689,787,741,0.8,1.2,1,0.36,1,1,2,2,2,900,1200,1100
