YEAR,RIVER,CODE,LOCATION,STATE,T_MIN,T_MAX,T_AVG,DO_MIN,DO_MAX,DO_AVG,PH_MIN,PH_MAX,PH_AVG,COND_MIN,COND_MAX,COND_AVG,BOD_MIN,BOD_MAX,BOD_AVG,N_MIN,N_MAX,N_AVG,FC_MIN,FC_MAX,FC_AVG,TC_MIN,TC_MAX,TC_AVG
2018,CAUVERY,1451,"CAUVERY AT THIRUMUKKUDAL- CONFL. PT.OF R.
AMRAVATI,",TAMIL NADU,28.0,32.0,30.0,5.8,8.1,6.949999999999999,7.5,8.2,7.85,204.0,1168.0,686.0,0.3,5.0,2.65,0.29,1.05,0.67,130.0,840.0,485.0,410.0,2100.0,1255.0
2018,CAUVERY,31,"CAUVERY AT MUSIRI, TAMIL
NADU",TAMIL NADU,25.0,33.0,29.0,3.4,7.3,5.35,7.8,8.0,7.9,240.0,763.0,501.5,0.3,3.5,1.9,0.15,1.02,0.585,130.0,460.0,295.0,380.0,1200.0,790.0
2018,CAUVERY,3016,"CAUVERY AT PETTAIVAITHALAI, TRICHY,
TAMILNADU",TAMIL NADU,26.0,36.0,31.0,5.2,7.2,6.2,7.9,8.3,8.100000000000001,253.0,773.0,513.0,0.4,3.8,2.1,0.37,1.02,0.6950000000000001,110.0,840.0,475.0,350.0,2200.0,1275.0
2018,CAUVERY,1202,"CAUVERY AT TIRUCHIRAPPALLI
U/S, TAMILNADU",TAMIL NADU,24.0,34.0,29.0,5.5,8.9,7.2,7.8,8.4,8.1,218.0,660.0,439.0,0.4,3.6,2.0,0.41,1.06,0.735,210.0,790.0,500.0,630.0,2100.0,1365.0
2018,CAUVERY,1325,"CAUVERY AT
TIRUCHIRAPPALLI
D/S, TAMILNADU",TAMIL NADU,24.0,29.0,26.5,4.2,7.4,5.800000000000001,7.2,8.6,7.9,193.0,1517.0,855.0,0.3,7.8,4.05,0.13,1.06,0.595,12.0,1700.0,856.0,32.0,3900.0,1966.0
2018,CAUVERY,1203,"CAUVERY AT TRICHY, GRAND ANAICUT,
TAMILNADU",TAMIL NADU,23.0,32.0,27.5,3.8,8.3,6.050000000000001,7.4,8.7,8.05,227.0,1073.0,650.0,0.4,9.9,5.15,0.44,1.03,0.735,170.0,1100.0,635.0,410.0,2200.0,1305.0
2018,CAUVERY,1206,"CAUVERY AT THANJAVUR,
TAMILNADU",TAMIL NADU,25.0,35.0,30.0,6.5,8.3,7.4,7.0,8.6,7.8,87.0,844.0,465.5,0.5,2.8,1.65,0.06,1.05,0.555,22.0,310.0,166.0,70.0,840.0,455.0
2018,CAUVERY,3018,"CAUVERY AT MAYILADUTHURAI, NAGAPATTINAM,
TAMILNADU",TAMIL NADU,32.0,32.0,32.0,5.0,5.0,5.0,7.6,7.6,7.6,399.0,399.0,399.0,2.6,2.6,2.6,0.08,0.08,0.08,63.0,63.0,63.0,210.0,210.0,210.0
2018,CAUVERY,3017,"CAUVERY AT KUMBAKONAM, THANJAVUR,
TAMILNADU",TAMIL NADU,20.0,34.0,27.0,5.3,9.0,7.15,7.1,8.1,7.6,199.0,604.0,401.5,1.2,3.3,2.25,0.09,1.0,0.545,84.0,210.0,147.0,260.0,580.0,420.0
2018,CAUVERY,3012,"CAUVERY AT KOMARAPALAYAM, NAMAKAL,
TAMILNADU",TAMIL NADU,25.0,34.0,29.5,4.8,7.2,6.0,7.0,8.0,7.5,151.0,804.0,477.5,1.0,4.8,2.9,0.13,3.88,2.005,120.0,630.0,375.0,410.0,1400.0,905.0
2018,CAUVERY,3013,"CAUVERY AT
URRACHIKOTTAI, ERODE, TAMILNADU",TAMIL NADU,25.0,34.0,29.5,5.2,8.1,6.65,7.2,8.5,7.85,113.0,569.0,341.0,0.4,5.4,2.9000000000000004,0.12,1.27,0.6950000000000001,70.0,630.0,350.0,170.0,1400.0,785.0
2018,CAUVERY,3014,"CAUVERY AT VAIRAPALAYAM, NAMAKAL,
TAMILNADU",TAMIL NADU,25.0,34.0,29.5,6.0,8.0,7.0,6.8,8.3,7.550000000000001,164.0,736.0,450.0,0.8,3.9,2.35,0.13,3.3,1.715,110.0,260.0,185.0,320.0,700.0,510.0
2018,CAUVERY,3017,"CAUVERY AT KUMBAKONAM, THANJAVUR,
TAMILNADU",TAMIL NADU,20.0,34.0,27.0,5.3,9.0,7.15,7.1,8.1,7.6,199.0,604.0,401.5,1.2,3.3,2.25,0.09,1.0,0.545,84.0,210.0,147.0,260.0,580.0,420.0
2018,CAUVERY,1326,"CAUVERY AT
COLEROON",TAMIL NADU,29.0,35.0,32.0,4.1,8.6,6.35,7.2,8.2,7.699999999999999,221.0,26800.0,13510.5,0.2,3.0,1.6,0.36,1.0,0.6799999999999999,70.0,460.0,265.0,240.0,17000.0,8620.0
2018,CAUVERY,1327,"CAUVERY AT
PITCHAVARAM",TAMIL NADU,29.0,35.0,32.0,5.5,8.4,6.95,7.1,8.7,7.899999999999999,88.0,1671.0,879.5,0.6,4.8,2.7,0.1,2.24,1.1700000000000002,12.0,1400.0,706.0,20.0,3500.0,1760.0
2018,CAUVERY,50,"CAUVERY AT
METTUR",TAMIL NADU,26.0,31.0,28.5,3.5,8.7,6.1,6.8,8.1,7.449999999999999,121.0,597.0,359.0,0.4,2.8,1.6,0.01,3.0,1.505,22.0,260.0,141.0,26.0,2000.0,1013.0
2018,CAUVERY,51,"CAUVERY AT
PALLIPPALAYAM",TAMIL NADU,25.0,34.0,29.5,3.7,8.7,6.199999999999999,6.7,8.2,7.449999999999999,180.0,1680.0,930.0,1.1,9.6,5.35,0.14,2.71,1.425,210.0,4600.0,2405.0,400.0,3800.0,2100.0
2018,CAUVERY,1320,"CAUVERY AT ERODE NEAR
CHIRAPALAYAM",TAMIL NADU,26.0,33.0,29.5,3.2,7.8,5.5,6.9,8.4,7.65,5.0,934.0,469.5,0.7,4.8,2.75,0.03,2.13,1.0799999999999998,130.0,460.0,295.0,400.0,1200.0,800.0
2018,CAUVERY,3018,"CAUVERY AT MAYILADUTHURAI, NAGAPATTINAM,
TAMILNADU",TAMIL NADU,32.0,32.0,32.0,5.0,5.0,5.0,7.6,7.6,7.6,399.0,399.0,399.0,2.6,2.6,2.6,0.08,0.08,0.08,63.0,63.0,63.0,210.0,210.0,210.0
2018,BRAHMAPUTRA,1030,"BRAHAMPUTRA AT DIBRUGARH,
ASSAM",ASSAM,15.0,25.0,20.0,4.7,10.2,7.449999999999999,6.8,8.2,7.5,69.0,193.0,131.0,0.7,2.5,1.6,0.0,1.0,0.5,2.0,1500.0,751.0,2.0,2900.0,1451.0
2018,BRAHMAPUTRA,1262,"BRAHAMPUTRA AT NIMATIGHAT,
ASSAM",ASSAM,17.0,29.0,23.0,4.2,7.9,6.050000000000001,6.6,9.6,8.1,60.0,208.0,134.0,0.6,2.7,1.65,0.0,3.0,1.5,2.0,730.0,366.0,300.0,1500.0,900.0
2018,BRAHMAPUTRA,1526,"BRAHMPUTRA RIVER AT DHENUKHAPAHAR,
ASSAM",ASSAM,18.0,28.0,23.0,6.3,9.0,7.65,6.6,7.9,7.25,86.0,249.0,167.5,1.1,2.4,1.75,0.0,2.0,1.0,2.0,2000.0,1001.0,360.0,7500.0,3930.0
2018,BRAHMAPUTRA,1031,"BRAHAMPUTRA AT
PANDU, ASSAM",ASSAM,23.0,32.0,27.5,6.3,9.9,8.1,6.7,8.1,7.4,84.0,154.0,119.0,0.9,2.7,1.8,0.0,1.0,0.5,360.0,2800.0,1580.0,1400.0,21000.0,11200.0
2018,BRAHMAPUTRA,1299,"BRAHAMPUTRA AT JOGIJHOGA NEAR
BRIDGE, ASSAM",ASSAM,20.0,32.0,26.0,5.0,7.9,6.45,6.9,7.8,7.35,101.0,161.0,131.0,0.6,2.2,1.4,0.0,2.0,1.0,2.0,910.0,456.0,730.0,4300.0,2515.0
2018,BRAHMAPUTRA,2069,"BRAHMPUTRA RIVER NEAR WATER INTAKE
POINT AT KACHAR",ASSAM,22.0,29.0,25.5,5.7,9.1,7.4,7.0,7.8,7.4,82.0,177.0,129.5,1.2,2.8,2.0,0.0,1.0,0.5,2.0,3900.0,1951.0,300.0,110000.0,55150.0
2018,BRAHMAPUTRA,2064,"BRAHMAPUTRA
RIVER AT CHANDRAPUR,
GUWAHATI, ASSAM",ASSAM,21.0,29.0,25.0,5.6,8.7,7.15,6.5,7.7,7.1,52.0,194.0,123.0,1.2,2.8,2.0,0.0,2.0,1.0,300.0,21000.0,10650.0,360.0,240000.0,120180.0
2018,BRAHMAPUTRA,2067,"BRAHMPUTRA RIVER AT SUALKUCHI, DIST.
KAMRUP, ASSAM",ASSAM,20.0,33.0,26.5,4.8,11.4,8.1,6.7,8.1,7.4,87.0,190.0,138.5,1.1,3.2,2.1500000000000004,0.0,2.0,1.0,360.0,2100.0,1230.0,910.0,3600.0,2255.0
2018,BRAHMAPUTRA,2066,"BRAHMAPUTRA RIVER AT DHUBRI,
ASSAM",ASSAM,22.0,34.0,28.0,4.8,6.5,5.65,6.6,8.0,7.3,84.0,204.0,144.0,0.6,2.6,1.6,0.0,2.0,1.0,300.0,3500.0,1900.0,720.0,29000.0,14860.0
2019,BEAS,1001,BEAS AT U/S MANALI,HIMACHAL PRADESH,2.0,13.0,7.5,8.7,11.2,9.95,7.3,8.4,7.85,90.0,179.0,134.5,0.1,0.2,0.15,0.2,0.31,0.255,12.0,33.0,22.5,120.0,240.0,180.0
2019,BEAS,4444,RIVER BEAS D/S OF WPF AT MANALI,HIMACHAL PRADESH,8.0,14.0,11.0,8.5,10.8,9.65,7.3,8.1,7.699999999999999,62.0,92.0,77.0,0.1,0.8,0.45,0.2,0.2,0.2,31.0,94.0,62.5,280.0,540.0,410.0
2019,BEAS,4037,RIVER BEAS D/S MANALSU NALLAH,HIMACHAL PRADESH,2.0,13.0,7.5,8.9,10.9,9.9,7.0,8.3,7.65,68.0,135.0,101.5,0.1,1.0,0.55,0.1,0.1,0.1,20.0,32.0,26.0,120.0,280.0,200.0
2019,BEAS,2601,BEAS AT D/S MANALI,HIMACHAL PRADESH,3.0,14.0,8.5,8.2,11.1,9.65,6.9,8.2,7.55,78.0,218.0,148.0,0.1,0.6,0.35,0.1,0.4,0.25,25.0,170.0,97.5,280.0,920.0,600.0
2019,BEAS,2602,BEAS AT U/S KULLU,HIMACHAL PRADESH,5.0,15.0,10.0,7.6,11.5,9.55,7.0,8.6,7.8,63.0,149.0,106.0,0.1,0.4,0.25,0.1,0.2,0.15,25.0,70.0,47.5,220.0,540.0,380.0
2019,BEAS,4445,RIVER BEAS D/S OF WPF AT KULLU,HIMACHAL PRADESH,9.0,13.0,11.0,7.8,11.1,9.45,7.5,8.0,7.75,73.0,122.0,97.5,0.3,1.4,0.85,0.2,0.4,0.3,40.0,94.0,67.0,350.0,540.0,445.0
2019,BEAS,1002,BEAS AT D/S KULU,HIMACHAL PRADESH,6.0,13.0,9.5,7.8,11.3,9.55,7.4,8.4,7.9,66.0,341.0,203.5,0.2,0.8,0.5,0.03,0.36,0.195,39.0,110.0,74.5,220.0,920.0,570.0
2019,BEAS,1003,BEAS AT D/S AUT,HIMACHAL PRADESH,6.0,15.0,10.5,8.7,11.0,9.85,7.3,8.1,7.699999999999999,50.0,141.0,95.5,0.1,0.4,0.25,0.1,0.13,0.115,26.0,94.0,60.0,150.0,430.0,290.0
2019,BEAS,1004,BEAS AT U/S PANDOH DAM,HIMACHAL PRADESH,10.0,19.0,14.5,8.6,11.0,9.8,7.5,8.4,7.95,62.0,136.0,99.0,0.1,0.4,0.25,0.1,0.1,0.1,13.0,40.0,26.5,170.0,280.0,225.0
2019,BEAS,2603,BEAS AT D/S PANDOH DAM,HIMACHAL PRADESH,9.0,24.0,16.5,7.2,11.3,9.25,7.2,8.1,7.65,74.0,149.0,111.5,0.1,0.4,0.25,0.1,0.2,0.15,22.0,110.0,66.0,240.0,350.0,295.0
2019,BEAS,1005,BEAS AT EXIT OF TUNNEL DEHAL POWER HOUSE,HIMACHAL PRADESH,14.0,24.0,19.0,7.9,9.9,8.9,7.8,8.6,8.2,83.0,241.0,162.0,0.1,0.4,0.25,0.1,0.14,0.12,26.0,49.0,37.5,130.0,350.0,240.0
2019,BEAS,1550,BEAS U/S MANDI,HIMACHAL PRADESH,7.0,22.0,14.5,7.1,10.2,8.649999999999999,7.7,8.4,8.05,73.0,159.0,116.0,0.1,0.2,0.15,0.1,0.2,0.15,17.0,27.0,22.0,120.0,280.0,200.0
2019,BEAS,1006,BEAS AT D/S MANDI,HIMACHAL PRADESH,8.0,24.0,16.0,8.1,11.2,9.65,7.6,8.5,8.05,75.0,251.0,163.0,0.2,0.6,0.4,0.02,0.92,0.47,31.0,350.0,190.5,340.0,1600.0,970.0
2019,BEAS,2604,BEAS AT D/S JAISINGHPUR,HIMACHAL PRADESH,8.5,16.0,12.25,9.0,10.5,9.75,7.4,8.6,8.0,129.0,340.0,234.5,0.1,0.5,0.3,0.5,1.3,0.9,2.0,6.0,4.0,39.0,170.0,104.5
2019,BEAS,1007,BEAS AT D/S ALAMPUR,HIMACHAL PRADESH,8.5,14.0,11.25,9.0,10.3,9.65,7.5,8.1,7.8,122.8,290.0,206.4,0.1,0.5,0.3,0.47,1.41,0.94,2.0,6.0,4.0,47.0,150.0,98.5
2019,BEAS,3855,"BEAS D/S NADAUN BRIDGE, VILL BHADOLI",HIMACHAL PRADESH,8.5,20.0,14.25,9.0,11.5,10.25,7.3,8.1,7.699999999999999,176.0,323.0,249.5,0.1,0.4,0.25,0.2,1.2,0.7,2.0,6.1,4.05,40.0,170.0,105.0
2019,BEAS,1009,BEAS AT D/S PONG DAM,HIMACHAL PRADESH,11.5,16.0,13.75,8.3,9.4,8.850000000000001,7.18,7.9,7.54,105.0,196.0,150.5,0.1,0.4,0.25,0.22,1.14,0.6799999999999999,2.0,6.0,4.0,58.0,180.0,119.0
2019,BEAS,1008,BEAS AT D/S DEHRAGOPIPUR,HIMACHAL PRADESH,7.3,18.0,12.65,7.9,9.5,8.7,7.25,8.0,7.625,114.0,326.0,220.0,0.1,0.5,0.3,0.39,0.98,0.685,2.0,40.0,21.0,48.0,170.0,109.0
2019,BEAS,4435,RIVER BEAS U/S SUJANPUR TIHRA,HIMACHAL PRADESH,9.1,24.0,16.55,7.8,8.6,8.2,7.7,8.1,7.9,140.0,283.0,211.5,0.1,0.3,0.2,0.2,0.4,0.3,2.0,2.0,2.0,2.0,79.0,40.5
2019,BEAS,4436,RIVER BEAS  D/S SUJANPUR TIHRA,HIMACHAL PRADESH,9.0,25.0,17.0,7.9,8.5,8.2,8.0,8.2,8.1,132.0,301.0,216.5,0.1,0.2,0.15,0.2,0.9,0.55,2.0,4.0,3.0,2.0,94.0,48.0
2019,BEAS,4437,RIVER BEAS U/S NADAUM TOWN,HIMACHAL PRADESH,9.2,23.0,16.1,7.8,8.3,8.05,7.7,8.1,7.9,149.0,285.0,217.0,0.1,0.3,0.2,0.3,0.6,0.4499999999999999,2.0,6.0,4.0,70.0,120.0,95.0
2019,BEAS,4438,"RIVER BEAS D/S NADAUN TOWN AFTER CONFLUENCE OF
MAAN KHAD",HIMACHAL PRADESH,9.1,26.0,17.55,7.7,9.6,8.65,7.2,8.0,7.6,206.0,290.0,248.0,0.1,0.3,0.2,0.3,0.9,0.6,2.0,7.0,4.5,79.0,130.0,104.5
2019,BEAS,4443,RIVER BEAS AT  RAISON,HIMACHAL PRADESH,8.0,15.0,11.5,8.3,11.0,9.65,7.3,8.2,7.75,69.0,106.0,87.5,0.1,0.3,0.2,0.1,0.5,0.3,26.0,79.0,52.5,220.0,350.0,285.0
2019,BEAS,30083,BEAS AT TALWARA  (PONG DAM),HIMACHAL PRADESH,21.1,21.1,21.1,8.7,8.7,8.7,8.0,8.0,8.0,214.0,214.0,214.0,,,,0.5,0.5,0.5,2.0,2.0,2.0,2.0,2.0,2.0
2019,BEAS,30084,"BEAS AT  D/S CHANGARWA VILLAGE, (PUNJAB)",PUNJAB,26.0,26.0,26.0,8.9,8.9,8.9,8.0,8.0,8.0,215.0,215.0,215.0,,,,0.5,0.5,0.5,2000.0,2000.0,2000.0,13000.0,13000.0,13000.0
2019,BEAS,1693,"BEAS AT TALWARA H/W,
PUNJAB",PUNJAB,15.0,25.0,20.0,6.3,9.2,7.75,7.3,7.9,7.6,158.0,260.0,209.0,1.0,1.1,1.05,0.1,0.4,0.25,31.0,46.0,38.5,70.0,94.0,82.0
2019,BEAS,1694,"BEAS AT U/S PATHANKOT, PUNJAB",PUNJAB,15.0,28.0,21.5,7.5,8.8,8.15,7.6,8.1,7.85,224.0,280.0,252.0,1.0,1.4,1.2,0.1,0.6,0.35,33.0,140.0,86.5,79.0,280.0,179.5
2019,BEAS,1010,"BEAS AT MIRTHAL BRIDGE, GURDASPUR",PUNJAB,15.0,28.0,21.5,7.3,9.1,8.2,7.4,8.0,7.7,240.0,280.0,260.0,1.0,1.4,1.2,0.1,0.4,0.25,26.0,110.0,68.0,70.0,170.0,120.0
2019,BEAS,1695,"BEAS D/S PATHANKOT, PUNJAB",PUNJAB,15.0,27.0,21.0,7.3,8.6,7.949999999999999,7.7,8.3,8.0,210.0,300.0,255.0,1.0,1.7,1.35,0.3,0.8,0.55,94.0,490.0,292.0,170.0,790.0,480.0
2019,BEAS,1294,"BEAS AT 1KM.D/S OF EFFL. DISH. POINT AT MUKERIAN ,
PUNJAB",PUNJAB,15.0,26.0,20.5,6.8,8.4,7.6,7.5,8.0,7.75,231.0,320.0,275.5,1.1,2.0,1.55,0.4,1.0,0.7,210.0,540.0,375.0,430.0,920.0,675.0
2019,BEAS,4164,"BEAS RIVER, NR VILL KIRI AFGHANA, TEHSIL BATALA, GURDASPUR",PUNJAB,12.0,28.0,20.0,7.1,8.7,7.899999999999999,7.2,7.9,7.550000000000001,210.0,380.0,295.0,1.0,1.7,1.35,0.1,1.2,0.65,110.0,490.0,300.0,170.0,700.0,435.0
2019,BEAS,1011,BEAS AT G.T.  ROAD UNDER BDG. NEAR KAPURTHALA,PUNJAB,14.0,27.0,20.5,7.2,9.4,8.3,7.5,8.0,7.75,202.0,310.0,256.0,1.0,1.6,1.3,0.1,1.0,0.55,84.0,630.0,357.0,170.0,940.0,555.0
2019,BEAS,1012,BEAS AT 100M D/S INDUST. DISCH. GOINDWAL,PUNJAB,12.0,28.0,20.0,7.0,8.6,7.8,7.5,8.1,7.8,199.0,310.0,254.5,1.0,1.6,1.3,0.4,1.2,0.8,110.0,330.0,220.0,210.0,630.0,420.0
2019,BEAS,1696,"BEAS U/S GOINDWAL, PUNJAB",PUNJAB,12.0,27.0,19.5,7.1,9.5,8.3,7.4,8.0,7.7,208.0,298.0,253.0,1.0,1.4,1.2,0.1,0.8,0.45,94.0,250.0,172.0,170.0,580.0,375.0
2019,BEAS,1697,"BEAS AT HARIKE, PUNJAB",PUNJAB,13.0,33.0,23.0,7.4,8.9,8.15,7.2,8.2,7.699999999999999,204.0,318.0,261.0,1.0,1.4,1.2,0.4,1.0,0.7,110.0,350.0,230.0,210.0,540.0,375.0
2019,SATLUJ,1867,"SUTLEJ RIVER B/C WITH RIVER SPITI AT KHAB,
DISTT.KINNAUR",HIMACHAL PRADESH,6.0,11.0,8.5,9.0,9.8,9.4,7.1,8.5,7.8,93.0,2574.0,1333.5,0.2,1.7,0.95,0.2,2.2,1.2000000000000002,1.0,17.0,9.0,7.0,170.0,88.5
2019,SATLUJ,2611,SUTLEJ AT KHAB,HIMACHAL PRADESH,6.0,11.0,8.5,8.9,9.8,9.35,7.3,8.5,7.9,94.0,2763.0,1428.5,0.3,1.2,0.75,0.2,2.2,1.2000000000000002,1.0,33.0,17.0,47.0,1600.0,823.5
2019,SATLUJ,3872,SUTLEJ RIVER D/S TIDONG HEP,HIMACHAL PRADESH,7.0,12.0,9.5,8.5,9.4,8.95,6.8,8.5,7.65,113.0,2705.0,1409.0,0.4,2.7,1.55,0.2,2.4,1.3,8.0,23.0,15.5,70.0,1600.0,835.0
2019,SATLUJ,4448,RIVER SUTLEJ U/S CONFLUENCES OF RIVER TIDONG,HIMACHAL PRADESH,8.1,12.0,10.05,8.6,9.2,8.899999999999999,7.3,8.4,7.85,91.0,2793.0,1442.0,0.3,0.9,0.6,0.2,1.2,0.7,6.0,26.0,16.0,94.0,150.0,122.0
2019,SATLUJ,4449,"RIVER SUTLEJ D/S CONFLUENCES OF RIVER
TIDONG",HIMACHAL PRADESH,8.2,12.0,10.1,8.5,9.0,8.75,6.9,8.5,7.7,93.0,2814.0,1453.5,0.4,0.8,0.6000000000000001,0.2,1.3,0.75,6.0,26.0,16.0,94.0,220.0,157.0
2019,SATLUJ,4452,"RIVER SUTLEJ U/S CONFLUENCES OF RIVER
BASPA",HIMACHAL PRADESH,9.0,9.0,9.0,8.5,8.5,8.5,8.1,8.1,8.1,2630.0,2630.0,2630.0,0.4,0.4,0.4,1.3,1.3,1.3,14.0,14.0,14.0,94.0,94.0,94.0
2019,SATLUJ,4453,"RIVER SUTLEJ D/S CONFLUENCES  OF RIVER
BASPA",HIMACHAL PRADESH,10.0,10.0,10.0,8.6,8.6,8.6,8.5,8.5,8.5,2619.0,2619.0,2619.0,0.5,0.5,0.5,1.2,1.2,1.2,12.0,12.0,12.0,84.0,84.0,84.0
2019,SATLUJ,3871,SUTLEJ RIVER  D/S POWER HOUSE KASHANG HEP,HIMACHAL PRADESH,7.0,12.0,9.5,8.5,9.0,8.75,7.2,8.6,7.9,99.0,2818.0,1458.5,0.2,1.0,0.6,0.2,1.2,0.7,1.0,21.0,11.0,84.0,1600.0,842.0
2019,SATLUJ,3870,SUTLEJ B/C WITH KARCHAM DRAIN,HIMACHAL PRADESH,7.5,13.0,10.25,8.3,9.0,8.65,7.4,8.5,7.95,91.0,2653.0,1372.0,0.3,1.5,0.9,0.3,1.2,0.75,14.0,70.0,42.0,120.0,430.0,275.0
2019,SATLUJ,1389,SUTLEJ AT NEPTHA ZAKHAI,HIMACHAL PRADESH,7.0,12.0,9.5,8.4,9.3,8.850000000000001,7.2,8.6,7.9,92.0,2598.0,1345.0,0.4,1.4,0.8999999999999999,0.3,1.2,0.75,1.8,110.0,55.9,46.0,1600.0,823.0
2019,SATLUJ,3869,"SUTLEJ RIVER  D/S TRT OF RAMPUR HYDEL ELECTRIC
PROJECT",HIMACHAL PRADESH,6.0,13.0,9.5,8.3,8.5,8.4,6.8,8.4,7.6,92.0,2587.0,1339.5,0.1,1.0,0.55,0.2,1.3,0.75,1.8,39.0,20.4,39.0,1600.0,819.5
2019,SATLUJ,1086,SUTLEJ AT U/S RAMPUR,HIMACHAL PRADESH,6.5,16.0,11.25,8.0,9.2,8.6,6.5,8.6,7.55,97.0,2545.0,1321.0,0.2,1.0,0.6,0.25,1.32,0.785,1.8,210.0,105.9,94.0,1600.0,847.0
2019,SATLUJ,1087,SUTLEJ AT D/S RAMPUR,HIMACHAL PRADESH,6.5,16.0,11.25,8.0,9.4,8.7,6.6,8.6,7.6,96.0,2491.0,1293.5,0.4,1.5,0.95,0.26,1.3,0.78,1.8,94.0,47.9,210.0,1600.0,905.0
2019,SATLUJ,1013,SUTLEJ AT U/S TATAPANI,HIMACHAL PRADESH,8.0,16.0,12.0,8.0,9.3,8.65,7.0,8.5,7.75,93.0,2349.0,1221.0,0.2,1.7,0.95,0.24,1.5,0.87,1.8,70.0,35.9,120.0,1600.0,860.0
2019,SATLUJ,4446,RIVER SUTLEJ U/S IANDFILL SITE RAMPUR,HIMACHAL PRADESH,10.0,13.0,11.5,8.4,8.6,8.5,7.4,8.4,7.9,91.0,2570.0,1330.5,0.5,0.8,0.65,0.2,1.2,0.7,9.0,49.0,29.0,1.8,280.0,140.9
2019,SATLUJ,4447,RIVER STLUJ D/S LANDFILL SITE RAMPUR,HIMACHAL PRADESH,10.0,13.0,11.5,8.4,8.6,8.5,6.9,8.5,7.7,91.0,2543.0,1317.0,0.6,0.8,0.7,0.3,1.2,0.75,26.0,70.0,48.0,280.0,430.0,355.0
2019,SATLUJ,1014,SUTLEJ AT U/S SLAPPER,HIMACHAL PRADESH,11.0,23.0,17.0,8.4,11.3,9.85,7.9,8.5,8.2,8.0,2340.0,1174.0,0.1,0.1,0.1,0.3,0.02,0.16,13.0,33.0,23.0,110.0,280.0,195.0
2019,SATLUJ,1015,SUTLEJ AT D/S SLAPPER,HIMACHAL PRADESH,10.0,22.0,16.0,8.4,11.2,9.8,7.3,8.4,7.85,83.0,1277.0,680.0,0.1,0.8,0.45,0.3,0.21,0.255,10.0,34.0,22.0,220.0,280.0,250.0
2019,SATLUJ,1016,SUTLEJ AT D/S BHAKHRA,HIMACHAL PRADESH,3.0,21.0,12.0,5.8,9.5,7.65,7.3,8.4,7.85,169.0,2560.0,1364.5,0.1,0.4,0.25,0.34,0.82,0.58,1.8,37.0,19.4,1.8,170.0,85.9
2019,SATLUJ,4032,"SUTLEJ AT U/S KHAIRIAN SOLID WASTE DUMPING SITE
BILASPUR",HIMACHAL PRADESH,14.5,25.0,19.75,7.3,10.8,9.05,7.9,8.7,8.3,147.0,411.0,279.0,0.1,0.4,0.25,0.1,0.1,0.1,22.0,33.0,27.5,170.0,280.0,225.0
2019,SATLUJ,4033,"SUTLEJ AT D/S KHAIRIAN SOLID WASTE DUMPING SITE
BILASPUR",HIMACHAL PRADESH,15.0,25.0,20.0,8.8,10.6,9.7,7.9,8.7,8.3,2.0,285.0,143.5,0.2,0.3,0.25,0.1,0.2,0.15,21.0,49.0,35.0,170.0,350.0,260.0
2019,SATLUJ,4450,"RIVER SUTLEJ U/S CONFLUENCE WITH GANVI
KHAND",HIMACHAL PRADESH,8.7,12.0,10.35,8.4,9.0,8.7,7.3,8.5,7.9,92.0,1413.0,752.5,0.4,1.0,0.7,0.3,0.8,0.55,11.0,40.0,25.5,46.0,280.0,163.0
2019,SATLUJ,4451,"RIVER SUTLEJ D/S CONFLUENCE WITH GANVI
KHAD",HIMACHAL PRADESH,8.7,12.0,10.35,8.5,9.0,8.75,7.0,8.3,7.65,91.0,1399.0,745.0,0.3,0.9,0.6,0.3,0.8,0.55,17.0,47.0,32.0,84.0,350.0,217.0
2019,SATLUJ,1814,"SUTLEJ AT D/S KIRATPUR
SAHIB,",PUNJAB,14.0,21.0,17.5,7.8,9.1,8.45,7.2,8.5,7.85,192.0,612.0,402.0,,,,0.4,5.8,3.1,20.0,450.0,235.0,170.0,1400.0,785.0
2019,SATLUJ,2915,"SUTLEJ AT 100 MT. D/S OF
PACL, NANGAL, PUNJAB",PUNJAB,12.0,24.0,18.0,7.9,8.9,8.4,7.0,8.3,7.65,186.0,421.0,303.5,,,,0.2,3.9,2.05,23.0,260.0,141.5,140.0,840.0,490.0
2019,SATLUJ,1380,"SUTLEJ AT D/S NFL, PUNJAB",PUNJAB,12.0,24.0,18.0,7.8,9.0,8.4,7.0,8.4,7.7,180.0,291.0,235.5,,,,0.8,8.1,4.45,21.0,230.0,125.5,120.0,790.0,455.0
2019,SATLUJ,10020,"RIVER SUTLEJ AT ANANDPUR
SAHIB",PUNJAB,14.0,24.0,19.0,7.8,9.2,8.5,6.9,8.5,7.7,204.0,378.0,291.0,1.0,1.0,1.0,0.8,11.9,6.3500000000000005,49.0,400.0,224.5,220.0,1000.0,610.0
2019,SATLUJ,10021,"RIVER SUTLEJ AT BUNGA
SAHIB",PUNJAB,16.0,22.0,19.0,7.3,8.9,8.1,7.2,8.4,7.800000000000001,180.0,340.0,260.0,1.0,1.6,1.3,0.4,2.0,1.2,33.0,680.0,356.5,170.0,1300.0,735.0
